campus_nam,stu_city,stu_lat,stu_long,stu_servic,stu_online
Lahore,Lahore,31.47547078000,74.41675096000,Telenor,Google Meet
Lahore,Lahore,0.00000000000,0.00000000000,PTCL,Google Meet
Lahore,Lahore,31.43203067000,74.22287946000,Telenor,Google Meet
Lahore,Chiniot/Faisalabad,31.45188370000,73.10839510000,Jazz,They just deliver the recorded videos on google class room
Lahore,Lahore,3355622686.00000000000,0.00000000000,PTCL,Google Meet
Lahore,Lahore,31.48469730000,74.41042520000,Jazz,Google Meet
Islamabad,Sargodha,31.83552650000,72.28463880000,Zong,Zoom
Lahore,Lahore,31.53565890000,74.41445620000,PTCL,Google Meet
Lahore,Sheikhupura,31.62042000000,74.23438110000,Jazz,Google Meet
Lahore,Lahore,31.42530840000,74.36259620000,Jazz,Google Meet
Lahore,Lahore,31.55138715000,74.38277989000,Jazz,Google Meet
Lahore,sheikhupura,31.71666170000,73.98502430000,PTCL,Google Meet
Islamabad,Islamabad/Rawalpindi,33.62326834000,72.91641533000,PTCL,Zoom
Chiniot_Faisalabad,Islamabad/Rawalpindi,33.64327236000,72.95221253000,Telenor,Microsoft Teams
Lahore,Lahore,31.55059100000,74.39466690000,Jazz,Google Meet
Lahore,Lahore,31.57435070000,74.38538340000,Zong,Google Meet
Lahore,Lahore,31.50949823000,74.27439980000,Jazz,Google Meet
Lahore,Lahore,31.47150490000,74.45842450000,Jazz,Google Meet
Lahore,bahawalpur,29.37131239000,71.66473659000,PTCL,Google Meet
Lahore,Lahore,31.52415346000,74.31756451000,Ufone,Google Meet
Lahore,Lahore,31.52961950000,74.45549360000,Ufone,Google Meet
Islamabad,Islamabad/Rawalpindi,32.94245910000,73.72574960000,Jazz,Zoom
Lahore,Lahore,31.41861730000,74.21690150000,PTCL,Zoom
Lahore,Chiniot/Faisalabad,31.72916620000,72.98219540000,Telenor,Google Meet
Lahore,Lahore,3091840218.00000000000,0.00000000000,Jazz,Google Meet
Karachi,Karachi,24.94279476000,67.03890415000,Jazz,Google Meet
Islamabad,Sargodha,31.90258430000,72.87074800000,Telenor,Zoom
Lahore,Lahore,31.50704620000,74.26341590000,Zong,Google Meet
Lahore,Gujrat,32.57307250000,74.10050440000,PTCL,Google Meet
Lahore,Lahore,31.43119850000,74.26435820000,Jazz,Google Meet
Lahore,Lahore,31.45894418000,74.25559183000,Jazz,Google Meet
Islamabad,Multan,30.61091445000,71.27368361000,Jazz,Google Meet
Lahore,Lahore,31.45973790000,74.37487540000,Ufone,Google Meet
Islamabad,Islamabad/Rawalpindi,33.71171370000,73.06334693000,Zong,Microsoft Teams
Lahore,Lahore,31.43722090000,74.26708340000,Jazz,Google Meet
Karachi,Karachi,24.86073430000,67.00113640000,Ufone,Google Meet
Lahore,Multan,30.14236260000,71.49051110000,Zong,Google Meet
Lahore,Lahore,31.44877354000,74.35437781000,Jazz,Google Meet
Lahore,Okara,0.00000000000,0.00000000000,PTCL,Google Meet
Lahore,Vehari,30.04415440000,72.34406850000,Zong,Google Classroom
Lahore,Pakpattan,30.33777360000,73.50140710000,Jazz,Google Meet
Chiniot_Faisalabad,Lahore,31.56141120000,74.29202060000,Jazz,Microsoft Teams
Lahore,Lahore,3217639085.00000000000,0.00000000000,Jazz,Google Meet
Lahore,Lahore,31.47410460000,74.37903080000,PTCL,Google Meet
Islamabad,Islamabad/Rawalpindi,33.64923200000,72.96820170000,Zong,Google Meet
Lahore,Lahore,31.52036960000,74.35874730000,Zong,Google Meet
Lahore,Lahore,31.59660392000,74.33600720000,Ufone,Google Meet
Lahore,Gujranwala,3344558933.00000000000,0.00000000000,PTCL,Google Meet
Lahore,Lahore,31.56552767000,74.29495556000,ufone,Google Meet
Lahore,Lahore,31.44746850000,74.30807090000,Ufone,Google Meet
Lahore,Lahore,3249471605.00000000000,0.00000000000,Jazz,Google Meet
Lahore,Lahore,3334053852.00000000000,0.00000000000,ufone,Google Meet
Lahore,Lahore,31.46612910000,74.24427300000,PTCL,Google Meet
Lahore,Lahore,31.59052566000,74.33963990000,Zong,Google Meet
Lahore,Lahore,31.46784420000,74.32008950000,Zong,Google Meet
Karachi,Karachi,24.91777884000,67.07007005000,Zong,Google Meet
Lahore,Sheikhupura,31.56252480000,73.69261630000,Jazz,Google Meet
Lahore,Gojra,31.15046880000,72.68115070000,Ufone,Google Meet
Lahore,Lahore,31.36948840000,74.17684120000,PTCL,Google Meet
Lahore,Lahore,31.53566140000,74.29853400000,Ufone,Google Meet
Lahore,Lahore,31.48046420000,74.32393420000,Jazz,Google Meet
Lahore,Lahore,31.52036960000,74.35874730000,Jazz,Google Meet
Lahore,Lahore,31.59757740000,74.34611060000,Ufone,Google Meet
Lahore,Farooqabad,3014746906.00000000000,0.00000000000,Telenor,Google Meet
Lahore,Hasilpur,29.68793757000,72.55850948000,Zong,Google Meet
Lahore,Islamabad/Rawalpindi,33.49111230000,73.08295350000,Jazz,Google Meet
Lahore,Lahore,31.43363214000,74.26248465000,Ufone,Google Meet
Lahore,Jhang,31.26477796000,72.31156247000,Jazz,Google Meet
Lahore,Lahore,31.42841104000,74.20088961000,Jazz,Google Meet
Lahore,Chiniot/Faisalabad,31.39336470000,73.10432040000,Zong,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.48168930000,73.19248640000,PTCL,Microsoft Teams
Karachi,Karachi,24.87571284000,67.03134084000,Ufone,Zoom
Lahore,Mustafabad,31.24547170000,74.37780760000,Zong,Google Meet
Lahore,Lahore,31.51262259000,74.28113340000,Jazz,Google Meet
Lahore,Lahore,31.51241200000,74.28447140000,no pckg,Google Meet
Lahore,Sharaqpur sharif,31.46082870000,74.10144460000,Zong,Google Meet
Karachi,Mirpurkhas,25.51102300000,68.99211293000,Telenor,Google Meet
Lahore,Lahore,3095200350.00000000000,0.00000000000,Jazz,Google Meet
Karachi,Karachi,24.88224580000,67.35644160000,Telenor,Zoom
Lahore,Sahiwal,30.67412142000,73.12505485000,Zong,Google Meet
Lahore,Lahore,31.46720952000,74.27197994000,Jazz,Google Meet
Karachi,Larkana,27.55704980000,68.20276160000,Jazz,Zoom
Lahore,Lahore,31.49999220000,74.40868860000,PTCL,Google Meet
Lahore,Lahore,31.56164080000,74.29636360000,Zong,Google Meet
Lahore,Lahore,31.47319875000,74.28953152000,"Ufone, Jazz, Zong",Google Meet
Lahore,Multan,30.17191330000,71.49055340000,Jazz,Google Meet
Lahore,Lahore,31.53232412000,74.30428088000,PTCL,Google Meet
Lahore,Lahore,31.43119850000,74.26435820000,Jazz,Google Meet
Chiniot_Faisalabad,Lahore,31.55227800000,74.38587090000,Jazz,Zoom
Islamabad,Islamabad/Rawalpindi,33.63129098000,73.03436467000,Telenor,Google Meet
Lahore,Lahore,3070480918.00000000000,0.00000000000,PTCL,Google Meet
Lahore,Lahore,31.53951910000,74.38276740000,Zong,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,3247747523.00000000000,0.00000000000,Jazz,Microsoft Teams
Lahore,Lahore,30.62472130000,72.52344060000,Zong,Google Meet
Lahore,Lahore,31.57341160000,74.41592200000,Zong,Google Meet
Lahore,Lahore,31.38107390000,74.25241290000,PTCL,Google Meet
Lahore,Sahiwal,3217063364.00000000000,0.00000000000,Jazz,Google Meet
Islamabad,Islamabad/Rawalpindi,33.67553290000,73.00067740000,Zong,Google Meet
Lahore,Lahore,31.54065450000,74.30490860000,Jazz,Google Meet
Lahore,Lahore,31.50646293000,74.32310248000,Zong,Google Meet
Lahore,gujrat,32.57307250000,74.10050440000,ufone,Google Meet
Lahore,Chiniot/Faisalabad,31.46339150000,73.08204980000,Storm fiber,Google Meet
Lahore,Lahore,31.52036960000,74.35874730000,Ufone,Google Meet
Lahore,Lahore,31.46969300000,74.27284610000,Jazz,Google Meet
Lahore,Lahore,31.50652648000,74.24801554000,Zong,Google Meet
Lahore,Lahore,31.48941210000,74.24929650000,Ufone,Google Meet
Lahore,Samundari,31.05760005000,72.95580312000,Ufone,Google Meet
Lahore,Lahore,31.47589673000,74.27718583000,Stormfiber,Google Meet
Islamabad,Islamabad/Rawalpindi,33.68442020000,73.04788480000,Ufone,Google Meet
Lahore,Lahore,31.44470391000,74.25952059000,Jazz,Google Meet
Lahore,Sialkot,32.49449910000,74.52289160000,Ufone,Google Meet
Lahore,Lahore,31.40821845000,74.17138513000,Jazz,Google Meet
Lahore,Lahore,31.49141820000,74.33308610000,Jazz,Google Meet
Karachi,Karachi,24.83425920000,67.23860670000,Jazz,Zoom
Lahore,Bahawalpur,29.39189932000,71.71517978000,Zong,Google Meet
Lahore,Gujranwalal,31.97651470000,74.22201670000,PTCL,Google Meet
Lahore,Lahore,31.45550220000,74.26855040000,Jazz,Google Meet
Lahore,Lahore,31.54236110000,74.28228672000,Jazz,Google Meet
Lahore,Okara,30.81557811000,73.42477482000,Zong,Google Meet
Karachi,Karachi,24.82710021000,67.04369182000,Jazz,Zoom
Lahore,Lahore,3349828301.00000000000,0.00000000000,Jazz,Google Meet
Lahore,Lahore,31.50672738000,74.30023921000,Zong,Google Meet
Islamabad,Islamabad/Rawalpindi,33.68062418000,73.02286949000,Zong,Zoom
Lahore,Lahore,31.44989344000,74.29191057000,PTCL,Google Meet
Karachi,Karachi,3331275014.00000000000,0.00000000000,Zong,Zoom
Lahore,Lahore,3028086898.00000000000,0.00000000000,Jazz,Google Meet
Lahore,Lahore,3204512280.00000000000,0.00000000000,Jazz,Google Meet
Lahore,Lahore,31.42424300000,74.25241290000,Jazz,Google Meet
Lahore,burewala,30.15928390000,72.69426200000,Jazz,Google Meet
Lahore,Lahore,31.46193710000,74.28101930000,Zong,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.43770691000,73.13138231000,Jazz,Microsoft Teams
Lahore,Lahore,3320599823.00000000000,0.00000000000,Tp link,Google Meet
Lahore,Lahore,31.50979008000,74.39383218000,Jazz,Google Meet
Lahore,Lahore,31.56534489000,74.33395382000,U-phone,Google Meet
Lahore,Lahore,31.43593310000,74.25681420000,PTCL,Google Meet
Lahore,Bhalwal,3479542673.00000000000,0.00000000000,Jazz,Google Meet
Lahore,Multan,30.15745800000,71.52491540000,Jazz,Google Meet
Lahore,Lahore,31.52961950000,74.45549360000,PTCL,Google Meet
Lahore,Quetta,30.28452130000,66.95114590000,Zong,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.40642114000,73.05345496000,Jazz,Zoom
Lahore,Lahore,31.43534057000,74.25199594000,Jazz,Google Meet
Lahore,Lahore,31.46679040000,74.26504300000,PTCL,Google Meet
Karachi,Karachi,3353738545.00000000000,0.00000000000,Ufone,Zoom
Lahore,Lahore,31.52088860000,74.27005210000,PTCL,Google Meet
Islamabad,Islamabad/Rawalpindi,33.66683940000,72.99483930000,Ufone,Zoom
Lahore,Dera Ghazi Khan,30.05938607000,70.62872204000,PTCL,Google Meet
Lahore,Lahore,31.54374670000,74.38440490000,Warid,Google Meet
Lahore,Lahore,31.44856360000,74.25257920000,Zong,Google Meet
Lahore,Lahore,31.67493699000,74.29933146000,Jazz,Google Meet
Lahore,Lahore,3324079328.00000000000,0.00000000000,PTCL,Google Meet
Lahore,Lahore,31.62765030000,74.28248620000,Jazz,Google Meet
Lahore,Multan,30.18597296000,71.50867260000,Jazz,Google Meet
Lahore,Lahore,31.54757322000,74.38606120000,Telenor,Google Meet
Lahore,Multan,30.24277800000,71.50859270000,Jazz,Google Meet
Lahore,Lahore,31.55839330000,74.34416470000,Jazz,Google Meet
Islamabad,Wah Cantt,33.77154110000,72.75109210000,PTCL,Zoom
Lahore,Lahore,31.38861320000,74.17390570000,Zong,Google Meet
Lahore,Lahore,31.46947220000,74.30228790000,Ufone,Google Meet
Lahore,Gujranwala,32.17318600000,74.17830890000,Jazz,Google Meet
Islamabad,Lahore,31.36948840000,74.17684120000,PTCL,Zoom
Lahore,Lahore,31.57460430000,74.41762310000,Jazz,Google Meet
Lahore,Multan,30.20827510000,71.48188120000,Jazz,Google Meet
Chiniot_Faisalabad,Islamabad/Rawalpindi,33.58271280000,73.01811270000,PTCL,Microsoft Teams
Lahore,Lahore,31.42476110000,74.25782160000,PTCL,Google Meet
Lahore,Sheikhupura,27.95703970000,68.63799300000,Zong,Google Meet
Peshawar,Nowshera,34.12407090000,72.46131910000,Ufone,Google Meet
Islamabad,Jhelum,32.94245910000,73.72574960000,Ufone,Zoom
Islamabad,Islamabad/Rawalpindi,33.64576172000,73.03165592000,Ufone,Zoom
Islamabad,Sahiwal,30.62504040000,73.03360480000,Telenor,Zoom
Lahore,Lahore,31.43970545000,74.28017776000,Ufone,Google Meet
Lahore,Lahore,31.56436710000,74.42565680000,PTCL,Google Meet
Lahore,Sargodha,32.07397870000,72.68606960000,PTCL,Google Meet
Lahore,"Khanpur, district Rahim Yar Khan, Punjab Pakistan",28.67689540000,70.57408860000,UFONE,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.38321970000,73.12692470000,Ufone,Microsoft Teams
Karachi,Karachi,24.85022290000,66.99424170000,Telenor,Google Meet
Lahore,Lahore,31.47251920000,74.28509307000,Ufone,Google Meet
Lahore,Lahore,3334667871.00000000000,0.00000000000,ufone,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.49704830000,73.08037130000,Ufone,Zoom
Lahore,Lahore,3364412648.00000000000,0.00000000000,PTCL,Google Meet
Lahore,Lahore,31.57607900000,74.42618210000,local,Google Meet
Lahore,Gujranwala,32.17749650000,74.18985520000,PTCL,Google Meet
Lahore,Lahore,31.49066330000,74.27161847000,PTCL,Google Meet
Karachi,Karachi,0.00000000000,0.00000000000,Telenor,Zoom
Lahore,Lahore,31.56269040000,74.28430670000,Zong,Google Meet
Lahore,Lahore,31.47832137000,74.29855962000,Zong,Google Meet
Peshawar,Peshawar,35.46871840000,72.58430280000,Zong,Google Meet
Lahore,Lahore,31.50221171000,74.28014436000,Jazz,Google Meet
Lahore,Chiniot/Faisalabad,31.40044920000,73.10549460000,Jazz,Google Meet
Lahore,Lahore,31.46969300000,74.27284610000,PTCL,Google Meet
Islamabad,Islamabad/Rawalpindi,33.53683550000,73.16446280000,Telenor,Zoom
Karachi,Karachi,24.87051540000,67.08959226000,PTCL,Zoom
Islamabad,Islamabad/Rawalpindi,33.63182120000,73.04577590000,PTCL,Zoom
Lahore,Lahore,31.52922391000,74.28862809000,Zong,Google Meet
Lahore,Lahore,31.56298222000,74.41568701000,Zong,Google Meet
Karachi,Karachi,24.97518740000,67.06135280000,ufone,Zoom
Lahore,Lahore,31.48335970000,74.39686580000,Jazz,Google Meet
Lahore,Lahore,31.47634970000,74.28413120000,PTCL,Google Meet
Lahore,Lahore,31.53404340000,74.33200210000,Ufone + Zong,Google Meet
Lahore,Lahore,31.50372442000,74.25655107000,Ufone,Google Meet
Lahore,Lahore,31.53565890000,74.41445620000,Ufone,Google Meet
Peshawar,Peshawar,34.01513660000,71.52491540000,PTCL,Google Meet
Karachi,Karachi,24.90268724000,67.11756746000,Jazz,Zoom
Lahore,Lahore,31.46366860000,74.29333733000,Jazz,Google Meet
Lahore,Lahore,31.53565890000,74.41445620000,Ufone,Google Meet
Lahore,Lahore,31.47811060000,74.25461360000,Ufone,Google Meet
Lahore,Lahore,31.42516310000,74.25974830000,Jazz,Google Meet
Lahore,Lahore,3184111091.00000000000,0.00000000000,Zong,Google Meet
Lahore,Lahore,31.51724890000,74.31633000000,Telenor,Google Meet
Lahore,Lahore,31.52036960000,74.35874730000,PTCL,Google Meet
Lahore,Khushab,32.30423340000,72.33777280000,Jazz,Google Meet
Islamabad,sialkot,32.49683450000,74.55616070000,ufone,Microsoft Teams
Islamabad,Islamabad/Rawalpindi,33.55189130000,73.12070510000,Ufone,Discord
Lahore,Lahore,31.46969300000,74.27284610000,Jazz,Google Meet
Lahore,Lahore,31.48033780000,74.29112960000,Zong,Google Meet
Peshawar,Islamabad/Rawalpindi,3365166694.00000000000,0.00000000000,Ufone,Google Meet
Lahore,Lahore,31.40324700000,74.25603570000,Zong,Google Meet
Karachi,Karachi,24.95640327000,67.06224896000,Ufone,Zoom
Lahore,Lahore,31.44909360000,74.27295130000,PTCL,Google Meet
Lahore,Lahore,31.46124960000,74.30888790000,Jazz,Google Meet
Lahore,Lahore,31.52088860000,74.27005210000,Jazz,Google Meet
Lahore,Lahore,31.48111460000,74.31215640000,Jazz,Google Meet
Chiniot_Faisalabad,Ghakkhar Mandi,32.30019950000,74.13880260000,Zong,Zoom
Chiniot_Faisalabad,Chiniot/Faisalabad,31.45036620000,73.13496050000,PTCL,Microsoft Teams
Lahore,Lahore,31.50994386000,74.27680749000,Jazz,Google Meet
Lahore,sahiwal,30.58544320000,72.99329690000,Jazz,Google Meet
Islamabad,Islamabad/Rawalpindi,33.63561320000,73.04495510000,Telenor,Zoom
Lahore,Lahore,31.45472426000,74.27118969000,Ufone,Google Meet
Lahore,Lahore,31.45525260000,74.23704050000,Jazz,Google Meet
Lahore,Shahkot,3200505477.00000000000,0.00000000000,Telenor,Google Meet
Karachi,Karachi,24.95023570000,67.11268900000,Ufone,Google Meet
Islamabad,"Qamber Ali khan, sindh",27.60247990000,67.47549070000,Telenor,Zoom
Lahore,Lahore,31.47522380000,74.35948050000,Jazz,Google Meet
Lahore,Lahore,31.52036960000,74.35874730000,PTCL,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,3013061461.00000000000,0.00000000000,PTCL,Microsoft Teams
Lahore,Lahore,31.58935780000,74.29862100000,Jazz,Google Meet
Lahore,Toba Tek Singh,30.97093560000,72.48264740000,ufone,Google Meet
Lahore,Lahore,31.46255210000,74.36451650000,Zong,Google Meet
Islamabad,Islamabad/Rawalpindi,33.66520231000,73.07005037000,Ufone,Zoom
Lahore,Lahore,31.56165330000,74.33693450000,Jazz,Google Meet
Lahore,Lahore,31.38527700000,74.26928390000,PTCL,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.43667010000,73.10029050000,Jazz,Microsoft Teams
Islamabad,Islamabad/Rawalpindi,3335415967.00000000000,0.00000000000,PTCL,"Microsoft Teams, Zoom and Google Meet"
Lahore,Lahore,3098858180.00000000000,0.00000000000,Jazz,Google Meet
Lahore,Lahore,31.57420668000,74.41607757000,Jazz,Google Meet
Lahore,Lahore,31.47084780000,74.32593560000,Jazz,Google Meet
Lahore,Lahore,31.45550220000,74.26855040000,Ufone,Google Meet
Lahore,Lahore,31.43219510000,74.35630140000,Zong,Google Meet
Lahore,Lahore,31.52036960000,74.35874730000,Jazz,Google Meet
Islamabad,Islamabad/Rawalpindi,33.53071329000,73.14171767000,Ufone,Google Meet
Islamabad,Lahore,31.65002583000,74.27832389000,Jazz,Zoom
Lahore,Lahore,31.52036960000,74.35874730000,Ufone,Google Meet
Lahore,Lahore,31.51241200000,74.28447140000,Ufone,Google Meet
Islamabad,"Sharjah, United Arab Emirates",3155547080.00000000000,0.00000000000,Zong,Google Meet
Lahore,Lahore,31.48703120000,74.23700760000,Telenor,Google Meet
Lahore,Lahore,31.47487120000,74.37340920000,Jazz,Google Meet
Lahore,Multan,30.15745800000,71.52491540000,PTCL,Google Meet
Lahore,Lahore,31.43251366000,74.34751770000,Zong,Google Meet
Lahore,Lahore,31.52036960000,74.35874730000,Jazz,Google Meet
Lahore,Bahawalpur,29.38583380000,71.70070620000,Jazz,Google Meet
Karachi,Karachi,24.85441047000,67.00101095000,Zong,Google Meet
Lahore,Lahore,3200427656.00000000000,0.00000000000,PTCL,Google Meet
Lahore,Lahore,31.44746850000,74.30807090000,Jazz,Google Meet
Karachi,Karachi,24.91800760000,67.11953370000,Ufone,Google Meet
Islamabad,Chakwal,32.67632692000,72.63868400000,Zong,Google Meet
Lahore,Lahore,31.62335020000,74.30910940000,Ufone,Google Meet
Islamabad,Islamabad/Rawalpindi,33.62878410000,73.01069830000,Zong,Zoom
Lahore,Lahore,31.45007510000,74.21426410000,Video White,Google Meet
Karachi,Karachi,24.90234730000,67.18920000000,Jazz,Google Meet
Lahore,Lahore,3344652001.00000000000,0.00000000000,Ufone,Google Meet
Lahore,Lahore,31.52036960000,74.35874730000,Zong,Google Meet
Lahore,Lahore,31.52362410000,74.36113000000,ufone,Google Meet
Karachi,Karachi,3482224690.00000000000,0.00000000000,Telenor,Zoom
Lahore,Sheikhupura,3152551518.00000000000,0.00000000000,Zong,Google Meet
Lahore,Lahore,31.44162380000,74.22453570000,Jazz,Google Meet
Lahore,Lahore,32.33629360000,74.36751680000,Zong,Google Meet
Islamabad,Islamabad/Rawalpindi,33.59951061000,73.06972608000,Jazz,Microsoft Teams
Lahore,Okara,30.82059126000,73.42825118000,Zong,Google Meet
Lahore,Minchinabad,30.16224310000,73.56530210000,Jazz,Google Meet
Lahore,Lahore,31.48668560000,74.40285460000,Zong,Google Meet
Lahore,Lahore,3160495048.00000000000,0.00000000000,Zong,Google Meet
Lahore,Lahore,31.44326180000,74.25974830000,Ufone,Google Meet
Lahore,Lahore,31.51936030000,74.32282060000,Jazz,Google Meet
Lahore,Lahore,31.57341160000,74.41592200000,UFone,Google Meet
Karachi,Karachi,24.87325280000,67.18684200000,Ufone,Zoom
Lahore,Pakpattan,30.36151850000,73.37750090000,Jazz,Google Meet
Karachi,Karachi,24.87037241000,67.35505267000,PTCL,Zoom
Karachi,Shikarpur,27.95703970000,68.63799300000,Ufone,Zoom
Lahore,Lahore,31.45446300000,74.39287590000,Telenor,Google Meet
Islamabad,Islamabad/Rawalpindi,33.68442020000,73.04788480000,Zong,Zoom
Karachi,Karachi,24.91169040000,67.19018818000,ufone,Zoom
Lahore,Lahore,31.45550220000,74.26855040000,Jazz,Google Meet
Chiniot_Faisalabad,Dunyapur,29.80454220000,71.74056720000,Jazz,Zoom
Islamabad,Kotli Sattian,3305688778.00000000000,0.00000000000,ufone,Microsoft Teams
Lahore,Lahore,31.55475590000,74.41615450000,Jazz,Google Meet
Karachi,Karachi,24.93566560000,67.10538870000,Telenor,Google Meet
Lahore,Lahore,31.50642010000,74.28615330000,Ufone,Google Meet
Karachi,Karachi,3163135355.00000000000,0.00000000000,Ufone,Zoom
Islamabad,Sargodha,3216057885.00000000000,0.00000000000,Jazz,Zoom
Karachi,Karachi,0.00000000000,0.00000000000,PTCL,Zoom
Lahore,Lahore,3064722462.00000000000,0.00000000000,Jazz,Google Meet
Lahore,Lahore,31.47046284000,74.41717540000,Jazz,Google Meet
Lahore,Lahore,3011289421.00000000000,0.00000000000,Jazz,Google Meet
Karachi,Karachi,0.00000000000,0.00000000000,Ufone,Zoom
Chiniot_Faisalabad,Sargodha,31.97216790000,72.91505010000,I do not have mobile,Microsoft Teams
Chiniot_Faisalabad,chishtian,29.65873110000,72.75256970000,Zong,Microsoft Teams
Lahore,Lahore,31.43383220000,74.26781690000,Jazz,Google Meet
Lahore,Lahore,0.00000000000,0.00000000000,Zong,Google Meet
Lahore,Lahore,31.47448930000,74.29788770000,PTCL,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,31.62677790000,72.80427970000,PTCL,Microsoft Teams
Lahore,Lahore,31.46969300000,74.27284610000,Jazz,Google Meet
Lahore,Lahore,31.56221360000,74.41371290000,Ufone,Google Meet
Lahore,Lahore,31.52036960000,74.35874730000,Jazz,Microsoft Teams
Peshawar,bhakkar,31.38909240000,71.43884170000,Telenor,Google Meet
Lahore,Lahore,31.40707694000,74.26595925000,Jazz,Google Meet
Lahore,Lahore,31.60424090000,74.39539980000,Zong,Google Meet
Lahore,Lahore,31.45174620000,74.26634990000,Jazz,Google Meet
Chiniot_Faisalabad,Chiniot/Faisalabad,3000707705.00000000000,0.00000000000,Jazz,Zoom
Chiniot_Faisalabad,Chiniot/Faisalabad,31.46068730000,73.09289580000,Jazz,Microsoft Teams
Lahore,Lahore,31.52465400000,74.28796860000,Zong,Google Meet
Islamabad,Khanewal,30.30452260000,71.92503415000,Zong,"Zoom, Google meet, Microsoft team n"
Islamabad,Islamabad/Rawalpindi,33.47864250000,73.07889570000,Zong,Microsoft Teams
Karachi,Karachi,3332379862.00000000000,0.00000000000,Ufone,Zoom
Lahore,Lahore,31.47487120000,74.37340920000,Jazz,Google Meet
Karachi,Karachi,24.86073430000,67.00113640000,Jazz,Zoom
Chiniot_Faisalabad,Sargodha,31.99967200000,72.69641520000,PTCL,Microsoft Teams
Karachi,Karachi,24.93665010000,67.14077110000,Jazz,Zoom
Islamabad,Islamabad/Rawalpindi,33.54977830000,73.13053490000,Ufone,Google Meet
Islamabad,Chiniot/Faisalabad,31.41642440000,73.06340170000,Zong,Microsoft Teams
Lahore,Okara,30.82100827000,73.42870479000,Telenor,Google Meet
Lahore,Okara,30.82034040000,73.42836941000,Jazz,Google Meet
Karachi,Karachi,3352202580.00000000000,0.00000000000,Zong,Google Meet
Karachi,Karachi,24.93609620000,67.15303526000,Jazz,Google Meet
Karachi,Karachi,24.91372150000,67.11910220000,Zong,Google Meet
Karachi,Karachi,24.88561206000,67.05323414000,Jazz,Zoom
Lahore,Lahore,3206072011.00000000000,0.00000000000,PTCL,Google Meet
Islamabad,Islamabad/Rawalpindi,33.56511070000,73.01691350000,Ufone,Google Meet
Islamabad,Gujar khan,33.25838320000,73.51909010000,Zong,Microsoft Teams
Karachi,Samaro Road District umerkot,25.30675670000,69.45685300000,ufone,Zoom
Islamabad,Islamabad/Rawalpindi,33.55890102000,73.14644982000,Ufone,Microsoft Teams
Islamabad,Islamabad/Rawalpindi,33.53386081000,73.16723429000,Telenor,Zoom
Lahore,Lahore,31.45628430000,74.28626364000,PTCL,Google Meet
Lahore,Lahore,31.44897537000,74.21093710000,Jazz,Google Meet
Karachi,Karachi,24.91213970000,67.12565780000,Zong,Zoom
Karachi,Karachi,24.91242460000,67.10268220000,Ufone,Zoom
Karachi,Karachi,24.92173640000,67.14621430000,Ufone,Zoom
Lahore,Lahore,31.62111270000,74.28236620000,PTCL,Google Meet
Islamabad,Khushab,32.06690380000,72.19196140000,PTCL,Zoom
Peshawar,Peshawar,33.68442020000,73.04788480000,Zong,Google Meet
Lahore,Lahore,31.49519120000,74.41552740000,Cable net,Google Meet
Karachi,Karachi,24.95169012000,67.05849121000,Zong,Google Meet
Islamabad,Jhang,31.26793145000,72.31300297000,Jazz,Microsoft Teams
Chiniot_Faisalabad,FAROOKA,31.88446390000,72.41693770000,Zong,Zoom
Islamabad,Islamabad/Rawalpindi,33.53477120000,73.17405020000,PTCL,Zoom
Islamabad,Islamabad/Rawalpindi,33.64805300000,73.03000636000,PTCL,Google Meet
Islamabad,Islamabad/Rawalpindi,33.62871839000,73.08993351000,PTCL,Google Meet
Lahore,Lahore,31.56232615000,74.38429071000,Jazz,Google Meet
Lahore,Lahore,31.55127900000,74.32328590000,Jazz,google classroom
Lahore,Lahore,31.52036960000,74.35874730000,Ufone,Google Meet
Islamabad,Sialkot,3325465671.00000000000,0.00000000000,UFONE,Google Meet
Karachi,Karachi,3112266647.00000000000,0.00000000000,Zong,Zoom
Islamabad,Bagh azad kashmir,33.94848160000,73.71397040000,Zong,Zoom
Lahore,Bahawalnagar,30.00248880000,73.24115060000,Jazz,Google Meet
Lahore,Lahore,31.47100082000,74.30491705000,Jazz,Google Meet
Islamabad,D.I.Khan,32.10396510000,70.97548420000,Telenor,Zoom
Lahore,Rahim Yar Khan,28.43523922000,70.34641726000,Zong,Google Meet
Chiniot_Faisalabad,Sangla hill,31.42525779000,73.10649840000,NBB,Microsoft Teams
Lahore,Lahore,31.45040152000,74.43409367000,Jazz,Google Meet
Islamabad,Karachi,24.92348030000,67.17362200000,Jazz,Zoom
Lahore,Lahore,31.52694930000,74.26326480000,PTCL,Google Meet
Islamabad,Islamabad/Rawalpindi,33.66777586000,73.06695410000,Zong,Google Meet
